experiment_id;dataset;seed;split;approach;finalScore;measure;incumbent
1795;health1;42;3;bf;0.6964028776978418;FMicroAvg;meka.classifiers.multilabel.PSt(P=4, N=1) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
3396;scene;42;1;ggp;0.743764172335601;FMicroAvg;meka.classifiers.multilabel.PCC() - weka.classifiers.trees.RandomForest(depth=8, depthActivator=0, I=84, K=28, featuresActivator=1) - 
2868;medical;42;2;ggp;0.30803956948401395;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.7877063158481528) - weka.classifiers.rules.JRip(P=true, E=true, N=1.068644410242686, O=1) - 
576;education1;42;2;random;0.0;FMacroAvgL;meka.classifiers.multilabel.meta.MBR() - meka.classifiers.multilabel.BR() - weka.classifiers.meta.Vote(R=MIN, S=1) - 
4041;tmc2007;42;4;bohb;0.3578458476169413;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.3903190125016392) - weka.classifiers.rules.ZeroR() - 
1802;enron-f;42;6;smac;0.5761490796784912;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.7509015190925843) - weka.classifiers.meta.Bagging(P=100.0, S=1, I=10.0, O=false) - 
2940;reference1;42;3;hb;0.42396313364055294;FMicroAvg;meka.classifiers.multilabel.MajorityLabelset() - 
2917;recreation1;42;8;bf;0.6268107867171819;FMacroAvgD;meka.classifiers.multilabel.PSt(P=3, N=1) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
1496;education1;42;9;bf;0.21780216597290009;FMacroAvgL;meka.classifiers.multilabel.PSt(P=4, N=3) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
777;enron-f;42;1;random;0.6023102310231023;FMicroAvg;meka.classifiers.multilabel.meta.BaggingML(P=34, I=26) - meka.classifiers.multilabel.BRq(P=0.7807853653548575) - weka.classifiers.trees.J48(A=false, B=true, S=true, C=0.9902749835675609, U=false, J=true, M=49, O=true) - 
2319;health1;42;3;ggp;0.4024300708339799;FMacroAvgD;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
2073;recreation1;42;0;random;0.0;FMicroAvg;meka.classifiers.multilabel.meta.MBR() - meka.classifiers.multilabel.BR() - weka.classifiers.meta.Vote(R=MIN, S=1) - 
462;birds;42;4;bohb;0.20183150183150184;FMacroAvgD;meka.classifiers.multilabel.MCC(Iy=90, P=Avg precision, Is=22) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
3110;science1;42;5;random;0.0;FMacroAvgD;meka.classifiers.multilabel.meta.MBR() - meka.classifiers.multilabel.BR() - weka.classifiers.meta.Vote(R=MIN, S=1) - 
345;arts1;42;2;smac;0.5049019607843137;FMicroAvg;meka.classifiers.multilabel.meta.BaggingML(P=31, I=47) - meka.classifiers.multilabel.PSt(P=4, N=1) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
8;bibtex;42;0;bf;0.3534482764475474;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.2703125) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.Puk(S=7.563671875000001, O=0.98125) - 
2371;genbase;42;7;random;0.9878048780487805;FMicroAvg;meka.classifiers.multilabel.meta.BaggingML(P=17, I=30) - meka.classifiers.multilabel.CT(Iy=14, P=Exact match, X=None, H=-1, Is=457, L=2) - weka.classifiers.functions.SMO(C=0.6322548758758554, M=true, N=0) - weka.classifiers.functions.supportVector.RBFKernel(G=0.7921053526997897) - 
4291;yeast;42;8;smac;0.49154091494355373;FMacroAvgL;meka.classifiers.multilabel.FW() - weka.classifiers.meta.ClassificationViaRegression() - 
3916;science1;42;9;random;0.025807768083309878;FMacroAvgL;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.BaggingMLdup(P=81, I=12) - meka.classifiers.multilabel.PS(P=1, N=3) - weka.classifiers.rules.OneR(B=18) - 
1038;arts1;42;6;ggp;0.24530563324011187;FMicroAvg;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
2360;health1;42;4;bohb;0.6498966230186078;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.6403692889976474) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
1514;education1;42;9;random;0.0;FMacroAvgD;meka.classifiers.multilabel.meta.MBR() - meka.classifiers.multilabel.BR() - weka.classifiers.meta.Vote(R=MIN, S=1) - 
217;emotions;42;0;bf;0.6794444444444444;FMacroAvgD;meka.classifiers.multilabel.PS(P=5, N=5) - weka.classifiers.meta.RandomSubSpace(P=0.7562500000000001, S=1, I=42) - weka.classifiers.trees.RandomForest(depth=11, depthActivator=1, I=22, K=30, featuresActivator=1) - 
722;bibtex;42;8;bf;0.40044742729306493;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.44843750000000004) - weka.classifiers.functions.VotedPerceptron(E=3.575, I=6, M=25171) - 
1145;enron-f;42;0;ggp;0.19570065868350053;FMacroAvgL;meka.classifiers.multilabel.meta.RandomSubspaceML(P=65, A=45, I=50) - meka.classifiers.multilabel.CC() - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=47) - 
2274;mediamill;42;0;ggp;0.23208497142696893;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
2235;medical;42;4;bf;0.36398120523757205;FMacroAvgL;meka.classifiers.multilabel.FW() - weka.classifiers.trees.J48(A=false, B=true, S=true, C=0.9375, U=false, J=false, M=15, O=true) - 
4157;tmc2007;42;9;bf;0.39861301035358476;FMicroAvg;meka.classifiers.multilabel.meta.RandomSubspaceML(P=53, A=61, I=10) - meka.classifiers.multilabel.RT() - weka.classifiers.meta.Vote(R=AVG, S=1) - 
320;arts1;42;4;hb;0.41579861111111116;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.554926605892137) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
1567;education1;42;8;bf;0.5254505216566551;FMicroAvg;meka.classifiers.multilabel.LC() - weka.classifiers.bayes.NaiveBayesMultinomial() - 
223;arts1;42;1;smac;0.18967229394240318;FMicroAvg;meka.classifiers.multilabel.MajorityLabelset() - 
3809;society1;42;4;bohb;0.13003397451019919;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=30, P=Micro Precision, Is=1459) - weka.classifiers.trees.RandomTree(backActivator=0, depth=2, U=false, depthActivator=0, K=2, featuresActivator=0, M=1.0, N=0.0) - 
2421;genbase;42;8;random;0.5809987337765116;FMacroAvgL;meka.classifiers.multilabel.meta.EnsembleML(P=61, I=23) - meka.classifiers.multilabel.RAkELd(P=3, N=3) - weka.classifiers.meta.MultiClassClassifier() - 
789;business1;42;5;random;0.683754762729477;FMicroAvg;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.BaggingMLdup(P=81, I=12) - meka.classifiers.multilabel.PS(P=1, N=3) - weka.classifiers.rules.OneR(B=18) - 
3692;science1;42;4;smac;0.25390822236545557;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.2792219364102098) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
4027;science1;42;9;random;0.2222222222222222;FMicroAvg;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.BaggingMLdup(P=81, I=12) - meka.classifiers.multilabel.PS(P=1, N=3) - weka.classifiers.rules.OneR(B=18) - 
133;bookmarks;42;0;hb;0.0031139925077254965;FMacroAvgL;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.EnsembleML(P=95, I=38) - meka.classifiers.multilabel.LC() - weka.classifiers.rules.OneR(B=6.0) - 
682;emotions;42;0;smac;0.6861111111111111;FMacroAvgD;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.FW() - weka.classifiers.functions.SMO(C=0.72107558927021, M=false, N=1) - weka.classifiers.functions.supportVector.Puk(S=0.591195930628319, O=0.18750164222828467) - 
4093;society1;42;4;ggp;0.37142857142857144;FMicroAvg;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
372;enron-f;42;0;bf;0.2326516386884513;FMacroAvgL;meka.classifiers.multilabel.meta.RandomSubspaceML(P=23, A=38, I=41) - meka.classifiers.multilabel.CC() - weka.classifiers.meta.RandomSubSpace(P=0.6812499999999999, S=1, I=33) - weka.classifiers.trees.RandomTree(backActivator=0, depth=0, U=false, depthActivator=0, K=30, featuresActivator=1, M=48, N=0) - 
734;bookmarks;42;6;bf;0.19396136197123356;FMicroAvg;meka.classifiers.multilabel.RT() - weka.classifiers.trees.RandomTree(backActivator=1, depth=7, U=false, depthActivator=1, K=16, featuresActivator=1, M=52, N=5) - 
3039;reference1;42;1;ggp;0.08810436061055624;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
3575;yeast;42;5;bf;0.66560558358079;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=61, I=47) - meka.classifiers.multilabel.RAkEL(P=1, M=6, N=0) - weka.classifiers.trees.RandomForest(depth=14, depthActivator=1, I=104, K=8, featuresActivator=1) - 
2891;medical;42;6;random;0.7967479674796747;FMicroAvg;meka.classifiers.multilabel.meta.EnsembleML(P=33, I=28) - meka.classifiers.multilabel.CCq(P=0.6880319139300176) - weka.classifiers.meta.LogitBoost() - 
4078;science1;42;7;ggp;0.2465358052209184;FMacroAvgL;meka.classifiers.multilabel.MLCBMaD(size=14, threshold=0.9507143077766118) - meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
2856;llog-f;42;4;smac;0.15264187866927592;FMicroAvg;meka.classifiers.multilabel.MLCBMaD(size=12, threshold=0.899565982125648) - meka.classifiers.multilabel.CC() - weka.classifiers.functions.Logistic(R=1.0E-7) - 
1653;computers1;42;7;ggp;0.4514768323851925;FMacroAvgD;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
3861;social1;42;4;ggp;0.015488066208527301;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
1173;flags;42;0;bohb;0.6251552618348283;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.47222543006270395) - weka.classifiers.meta.LogitBoost() - 
257;business1;42;3;random;0.7469039130803812;FMacroAvgD;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.BaggingMLdup(P=81, I=12) - meka.classifiers.multilabel.PS(P=1, N=3) - weka.classifiers.rules.OneR(B=18) - 
3881;science1;42;5;ggp;0.092333068490864;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
253;arts1;42;3;hb;0.30280830280830284;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.5089361452432795) - weka.classifiers.trees.REPTree(P=false, depthActivator=0, V=0.001, L=2.0, M=2.0) - 
2460;flags;42;7;hb;0.7464788732394366;FMicroAvg;meka.classifiers.multilabel.meta.BaggingML(P=44, I=40) - meka.classifiers.multilabel.RAkELd(P=0.0, N=0.0) - weka.classifiers.meta.ClassificationViaRegression() - 
2117;llog-f;42;0;ggp;0.05007468394465298;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.rules.PART(R=false, B=true, M=3, N=4) - 
1203;business1;42;3;ggp;0.673076923076923;FMicroAvg;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
3232;mediamill;42;6;ggp;0.5020884705226532;FMacroAvgD;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
3433;recreation1;42;7;hb;0.29472774416594644;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.7486067437667578) - weka.classifiers.rules.OneR(B=6.0) - 
1260;bookmarks;42;7;bohb;0.0031536903137642813;FMacroAvgL;meka.classifiers.multilabel.meta.BaggingML(P=13, I=35) - meka.classifiers.multilabel.PSt(P=1, N=1) - weka.classifiers.rules.OneR(B=6.0) - 
4225;yeast;42;9;random;0.4646269901395024;FMacroAvgL;meka.classifiers.multilabel.BCC(X=None) - weka.classifiers.lazy.LWL(U=1, K=60) - weka.classifiers.bayes.NaiveBayes(D=true, K=false) - 
924;entertainment1;42;3;random;0.0;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=57, I=13) - meka.classifiers.multilabel.FW() - weka.classifiers.rules.ZeroR() - 
1135;business1;42;6;bohb;0.12975955869421674;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.5011506500010434) - weka.classifiers.trees.REPTree(P=false, depthActivator=0, V=0.001, L=2.0, M=2.0) - 
3003;recreation1;42;4;smac;0.22876690296799393;FMacroAvgD;meka.classifiers.multilabel.meta.RandomSubspaceML(P=26, A=30, I=10) - meka.classifiers.multilabel.meta.BaggingML(P=67.0, I=10.0) - meka.classifiers.multilabel.MajorityLabelset() - 
2492;mediamill;42;3;smac;0.508747663830113;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.26469730330423985) - weka.classifiers.trees.RandomTree(backActivator=0, depth=2, U=false, depthActivator=0, K=2, featuresActivator=0, M=1.0, N=0.0) - 
3042;social1;42;0;bohb;0.01562293128558189;FMacroAvgL;meka.classifiers.multilabel.MajorityLabelset() - 
1082;emotions;42;3;hb;0.6240377632534496;FMacroAvgL;meka.classifiers.multilabel.meta.BaggingML(P=33, I=22) - meka.classifiers.multilabel.BRq(P=0.3942242467059644) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
4275;social1;42;9;ggp;0.015508684863523574;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
1849;education1;42;8;bohb;0.20087731467892384;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.23047217791716706) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
1146;birds;42;7;ggp;0.3288318452380952;FMacroAvgD;meka.classifiers.multilabel.MCC(Iy=71, P=One error, Is=317) - weka.classifiers.lazy.LWL(U=4, K=-1) - weka.classifiers.lazy.IBk(E=false, X=false, I=true, K=1) - 
2740;recreation1;42;2;ggp;0.2992302922727942;FMacroAvgD;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
567;birds;42;2;ggp;0.5048968114065067;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=71, P=One error, Is=317) - weka.classifiers.lazy.LWL(U=4, K=-1) - weka.classifiers.lazy.IBk(E=false, X=false, I=true, K=1) - 
2624;reference1;42;1;smac;0.5176757793196158;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.7544747521347221) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
2580;genbase;42;6;bohb;0.9878048780487805;FMicroAvg;meka.classifiers.multilabel.MCC(Iy=33, P=Micro Recall, Is=391) - weka.classifiers.meta.LogitBoost() - 
2954;medical;42;4;bohb;0.8062015503875969;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.5202776426879322) - weka.classifiers.rules.JRip(P=false, E=false, N=2.0, O=2.0) - 
350;bookmarks;42;0;bohb;0.05231083689768728;FMicroAvg;meka.classifiers.multilabel.MajorityLabelset() - 
285;bookmarks;42;1;smac;0.06926245634317296;FMacroAvgD;meka.classifiers.multilabel.MajorityLabelset() - 
233;arts1;42;0;ggp;0.2762209767814252;FMicroAvg;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
4168;tmc2007;42;6;smac;0.03278988453407058;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.5095231027081212) - weka.classifiers.meta.Vote(R=AVG, S=1) - 
205;bibtex;42;1;bohb;0.3224092116917626;FMicroAvg;meka.classifiers.multilabel.MCC(Iy=93, P=Jaccard index, Is=65) - weka.classifiers.trees.REPTree(P=false, depthActivator=0, V=0.001, L=2.0, M=2.0) - 
736;education1;42;4;random;0.29264537070023355;FMacroAvgD;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.meta.BaggingMLdup(P=81, I=12) - meka.classifiers.multilabel.PS(P=1, N=3) - weka.classifiers.rules.OneR(B=18) - 
2695;genbase;42;9;random;0.6592592592592593;FMacroAvgL;meka.classifiers.multilabel.meta.EnsembleML(P=61, I=23) - meka.classifiers.multilabel.RAkELd(P=3, N=3) - weka.classifiers.meta.MultiClassClassifier() - 
715;birds;42;8;bf;0.3461779448621554;FMacroAvgL;meka.classifiers.multilabel.meta.BaggingML(P=72, I=23) - meka.classifiers.multilabel.BCC(X=L) - weka.classifiers.lazy.IBk(E=true, X=false, I=false, K=31) - 
2677;entertainment1;42;8;ggp;0.34270576473108794;FMacroAvgD;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
2788;llog-f;42;8;hb;0.24315068493150685;FMacroAvgD;meka.classifiers.multilabel.meta.SubsetMapper() - meka.classifiers.multilabel.RT() - weka.classifiers.bayes.NaiveBayesMultinomial() - 
3590;mediamill;42;8;smac;0.5208984152320145;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.3278014549860321) - weka.classifiers.trees.RandomTree(backActivator=0, depth=2, U=false, depthActivator=0, K=2, featuresActivator=0, M=1.0, N=0.0) - 
2914;recreation1;42;5;hb;0.4237890142189521;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.6319863047708744) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
1086;emotions;42;4;bohb;0.6740112994350282;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.332060517042217) - weka.classifiers.meta.RandomCommittee(S=1, I=10.0) - weka.classifiers.functions.MultilayerPerceptron(R=false, B=false, S=1, C=false, D=false, H=a, L=0.3, M=0.2) - 
2138;entertainment1;42;5;bohb;0.3912483912483913;FMicroAvg;meka.classifiers.multilabel.MCC(Iy=68, P=F1 (micro averaged), Is=538) - weka.classifiers.trees.RandomForest(depth=2, depthActivator=0, I=10.0, K=2, featuresActivator=0) - 
1188;computers1;42;7;hb;0.55921160339632;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.4468911791880606) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
3213;yeast;42;1;random;0.6559932721089745;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=30, I=28) - meka.classifiers.multilabel.RAkEL(P=2, M=8, N=3) - weka.classifiers.meta.Bagging(P=21, S=1, I=12, O=false) - 
3903;society1;42;4;bohb;0.0;FMicroAvg;meka.classifiers.multilabel.MCC(Iy=70, P=Macro Precision, Is=1391) - weka.classifiers.meta.Vote(R=AVG, S=1) - 
3009;society1;42;0;bohb;0.40103052365449054;FMacroAvgD;meka.classifiers.multilabel.MajorityLabelset() - 
2349;health1;42;9;bf;0.7340312284334013;FMacroAvgD;meka.classifiers.multilabel.PSt(P=4, N=3) - weka.classifiers.bayes.NaiveBayesMultinomial() - 
1528;flags;42;2;bohb;0.57194305650188;FMacroAvgL;meka.classifiers.multilabel.meta.BaggingML(P=26, I=38) - meka.classifiers.multilabel.FW() - weka.classifiers.meta.ClassificationViaRegression() - 
1424;entertainment1;42;2;smac;0.35678756612978757;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.31590636392041793) - weka.classifiers.trees.RandomTree(backActivator=0, depth=2, U=false, depthActivator=0, K=2, featuresActivator=0, M=1.0, N=0.0) - 
378;computers1;42;0;bohb;0.25263117739784213;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.41498766270264814) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
2544;genbase;42;9;bf;0.9784946236559139;FMicroAvg;meka.classifiers.multilabel.BR() - weka.classifiers.lazy.LWL(U=0, K=10) - weka.classifiers.trees.J48(A=false, B=true, S=false, C=0.8125, U=false, J=true, M=60, O=false) - 
1954;emotions;42;8;bohb;0.5939467312348669;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=90, I=45) - meka.classifiers.multilabel.FW() - weka.classifiers.meta.ClassificationViaRegression() - 
2341;llog-f;42;6;hb;0.1718481290399097;FMacroAvgD;meka.classifiers.multilabel.meta.RandomSubspaceML(P=69, A=72, I=13) - meka.classifiers.multilabel.RT() - weka.classifiers.meta.ClassificationViaRegression() - 
1963;llog-f;42;4;random;0.0;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=74, I=47) - meka.classifiers.multilabel.RT() - weka.classifiers.meta.RandomSubSpace(P=0.1268359090448923, S=1, I=5) - weka.classifiers.bayes.BayesNet(Q=weka.classifiers.bayes.net.search.local.TabuSearch, D=false) - 
1677;business1;42;7;ggp;0.13152281487217546;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
1843;emotions;42;9;hb;0.6907990314769973;FMacroAvgD;meka.classifiers.multilabel.FW() - weka.classifiers.meta.ClassificationViaRegression() - 
3942;yeast;42;2;ggp;0.6333530679605058;FMacroAvgD;meka.classifiers.multilabel.BRq(P=0.6678146028398737) - weka.classifiers.meta.LogitBoost() - 
113;bibtex;42;1;smac;0.24981172731172738;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.6797883033921185) - weka.classifiers.rules.OneR(B=6.0) - 
3295;genbase;42;8;ggp;0.9934640522875817;FMicroAvg;meka.classifiers.multilabel.CDT(X=lbf, H=-1, I=628, Ic=90, L=3) - weka.classifiers.rules.PART(R=false, B=false, M=35, N=4) - 
2061;entertainment1;42;3;ggp;0.34335981838819524;FMicroAvg;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
3508;social1;42;4;bohb;0.40026607945683135;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.21959057138180102) - weka.classifiers.meta.Stacking(S=1, X=10) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
2284;llog-f;42;3;hb;0.22653721682847894;FMicroAvg;meka.classifiers.multilabel.CCq(P=0.6878927701127097) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
1178;birds;42;8;smac;0.284375;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=19, I=10) - meka.classifiers.multilabel.PS(P=0, N=5) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
1240;bookmarks;42;5;ggp;0.0;FMacroAvgL;meka.classifiers.multilabel.MLCBMaD(size=14, threshold=0.9507143077766118) - meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
2910;genbase;42;7;smac;0.9878048780487805;FMicroAvg;meka.classifiers.multilabel.MCC(Iy=21, P=F1 (macro averaged by label), Is=0) - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
1848;enron-f;42;7;bohb;0.5620787709023005;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.4471290225043124) - weka.classifiers.trees.RandomForest(depth=14, depthActivator=0, I=119, K=29, featuresActivator=1) - 
2412;medical;42;5;bf;0.35295649228202725;FMacroAvgL;meka.classifiers.multilabel.FW() - weka.classifiers.functions.SMO(C=1.0, M=false, N=2) - weka.classifiers.functions.supportVector.PolyKernel(E=0.4142857142857143, L=false) - 
4228;social1;42;8;ggp;0.01534306742640076;FMacroAvgL;meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
775;bookmarks;42;3;ggp;0.0;FMacroAvgL;meka.classifiers.multilabel.MLCBMaD(size=14, threshold=0.9507143077766118) - meka.classifiers.multilabel.BRq(P=0.5554487389334699) - weka.classifiers.meta.Vote(R=MAX, S=1) - 
3052;recreation1;42;2;ggp;0.23626145280315908;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
1362;birds;42;8;smac;0.34631960335621664;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=68, P=Macro Recall, Is=819) - weka.classifiers.meta.RandomSubSpace(P=0.5, S=1, I=10.0) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
1259;arts1;42;9;smac;0.13603393991733512;FMacroAvgL;meka.classifiers.multilabel.MLCBMaD(size=13, threshold=0.4455325751225513) - meka.classifiers.multilabel.CC() - weka.classifiers.rules.OneR(B=6.0) - 
2175;emotions;42;9;hb;0.7314814814814814;FMicroAvg;meka.classifiers.multilabel.meta.BaggingML(P=43, I=41) - meka.classifiers.multilabel.PCC() - weka.classifiers.functions.SMO(C=1.0, M=false, N=0) - weka.classifiers.functions.supportVector.NormalizedPolyKernel(E=1.0, L=false) - 
407;business1;42;2;hb;0.291673590170069;FMacroAvgL;meka.classifiers.multilabel.MCC(Iy=67, P=F1 (macro averaged by example), Is=1328) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
3832;science1;42;6;bohb;0.23148038693862957;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.33527270275246945) - weka.classifiers.functions.VotedPerceptron(E=1.0, I=1.0, M=10000.0) - 
4259;tmc2007;42;8;smac;0.03263350998777007;FMacroAvgL;meka.classifiers.multilabel.CCq(P=0.5706370788885304) - weka.classifiers.meta.Stacking(S=1, X=10) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
4198;tmc2007;42;7;smac;0.33684410688607613;FMacroAvgD;meka.classifiers.multilabel.CCq(P=0.24104921626798745) - weka.classifiers.rules.ZeroR() - 
1201;bibtex;42;7;ggp;0.13509542580763018;FMacroAvgL;meka.classifiers.multilabel.BCC(X=Hbf) - weka.classifiers.trees.RandomTree(backActivator=0, depth=7, U=false, depthActivator=0, K=2, featuresActivator=0, M=37, N=1) - 
3611;yeast;42;1;smac;0.6559932721089745;FMacroAvgD;meka.classifiers.multilabel.meta.BaggingML(P=23, I=25) - meka.classifiers.multilabel.RAkEL(P=0, M=9, N=5) - weka.classifiers.meta.Bagging(P=100.0, S=1, I=10.0, O=false) - 
2263;genbase;42;7;hb;0.9898989898989898;FMacroAvgD;meka.classifiers.multilabel.MCC(Iy=57, P=Log Loss (lim. D), Is=193) - weka.classifiers.lazy.IBk(E=false, X=false, I=false, K=1.0) - 
